Analysis,Time.Code,Row,Identifier.1,PotNumber,SampleType,Species,Treatment,Amount,corrected.mg.C,corrected.percent.C,corrected.mg.N,corrected.percent.N,Area.All.Peak.No4,Ampl..44,BGD.44,BGD.45,BGD.46,rR.45CO2.44CO2,rR.46CO2.44CO2,d.13C.12C,d.13C.12C.gas.corr,C13.corrected,Area.All.Peak.No3,Ampl..28,BGD.28,BGD.29,rR.29N2.28N2,rd.29N2.28N2,d.15N.14N,d.15N.14N.gas.corr,N15.corrected
3349,7/12/22 3:01,84,35H,35,50 micron,Black gum,high ,12.045,1.158666516,9.619481247,0.059849858,0.496885493,40.116,1550,2,-1.4,4.5,1.1709586,1.834171,14.611,-26.03633333,-25.98524314,24.008,1649,22,16.7,0.7621953,32.722,32.722,32.46376923,33.16664725
3348,7/12/22 2:52,83,35H,35,50 micron,Black gum,high ,11.802,1.086193231,9.20346747,0.058372365,0.494597229,37.489,1400,1.1,-2.5,2.7,1.1710651,1.8370274,14.649,-25.99833333,-25.9582306,23.403,1564,15.1,10.3,0.7600161,30.459,30.459,30.20076923,30.87503425
3350,7/12/22 3:10,85,36H,36,50 micron,Black gum,high ,11.72,0.911920774,7.780893977,0.048896874,0.417208825,31.172,1269,1.2,-2.3,3,1.1710002,1.8362556,14.585,-26.06233333,-26.0552899,19.523,1349,15.5,10.5,0.7431753,6.963,6.963,6.704769231,7.436743291
3351,7/12/22 3:19,86,36H,36,50 micron,Black gum,high ,12.117,0.890098784,7.345867655,0.048591607,0.401020114,30.381,1205,1.1,-2.4,2.9,1.1712518,1.838326,14.778,-25.86933333,-25.86709012,19.398,1328,15.6,10.3,0.7434346,7.306,7.306,7.047769231,7.809322384
3043,6/1/22 21:37,38,37H,37,50 micron,Black birch,low,11.839,0.791998748,6.689743626,0.04209005,0.355520315,25.658,1127,0.9,-2.7,3.1,1.1703292,1.8229624,14.05,-26.64376923,-26.65616133,16.655,1204,13.2,7.7,0.7410977,4.09,4.09,3.831307692,3.784665897
3042,6/1/22 21:28,37,37H,37,50 micron,Black birch,low,11.995,0.785908379,6.551966482,0.04160384,0.346843186,25.443,1093,0.9,-2.7,3.2,1.1702936,1.8230234,14.037,-26.65676923,-26.66974497,16.456,1203,13.3,7.8,0.7410741,4.041,4.041,3.782307692,3.726580618
3045,6/1/22 21:55,40,38H,38,50 micron,Black birch,low,12.234,0.905222946,7.399239379,0.047267331,0.386360394,29.655,1242,0.8,-2.8,2.9,1.1881688,1.8218011,30.659,-10.03476923,-10.03631107,18.774,1376,13,7.6,0.7407867,3.674,3.674,3.415307692,3.38801054
3044,6/1/22 21:46,39,38H,38,50 micron,Black birch,low,11.754,0.85910611,7.309053169,0.044606614,0.379501565,28.027,1174,0.9,-2.8,2.9,1.1906848,1.8222538,32.977,-7.716769231,-7.722730443,17.685,1289,13.1,7.7,0.7407074,3.557,3.557,3.298307692,3.261142538
3199,6/22/22 15:24,20,39H,39,50 micron,Black birch,mid,12.105,0.870153616,7.188381791,0.046317267,0.38262922,28.961,1210,0.6,-3.1,2.4,1.2188041,1.8248534,59.544,18.82728571,18.82521981,18.925,1394,12.5,7,0.7472811,12.554,12.554,12.26263636,12.07695438
3198,6/22/22 15:16,19,39H,39,50 micron,Black birch,mid,11.703,0.839817822,7.176090076,0.044646088,0.381492679,27.879,1196,0.6,-3,2.6,1.2173747,1.8247531,58.216,17.49928571,17.488994,18.219,1356,12.7,7.1,0.7471242,12.347,12.347,12.05563636,11.88674521
3200,6/22/22 15:33,21,40H,40,50 micron,Black birch,mid,11.994,0.820921033,6.844430824,0.043990399,0.366770043,27.205,1153,0.6,-3,2.5,1.1846797,1.825269,27.796,-12.92071429,-12.93629299,17.942,1339,12.5,6.9,0.743661,7.672,7.672,7.380636364,7.195007792
3201,6/22/22 15:42,22,40H,40,50 micron,Black birch,mid,12.199,0.85271474,6.990038033,0.045760997,0.375120883,28.339,1208,0.6,-3.1,2.4,1.1846238,1.8252782,27.776,-12.94071429,-12.9474695,18.69,1380,12.5,6.9,0.7435789,7.564,7.564,7.272636364,7.070774887
3379,7/13/22 16:56,12,41H,41,50 micron,Black birch,high ,11.954,0.889034153,7.43712693,0.047425837,0.396736129,30.823,1305,0.5,-3.2,2.5,1.2255372,1.8232427,65.85,25.18884615,25.17346775,19.483,1419,12.5,6.6,0.7512053,17.919,17.919,17.92338462,17.98898378
3378,7/13/22 16:47,11,41H,41,50 micron,Black birch,high ,12.111,0.888763511,7.338481634,0.047294058,0.390504983,30.813,1306,0.5,-3.2,2.6,1.2250488,1.8229393,65.411,24.74984615,24.73442071,19.427,1406,12.9,6.9,0.7510708,17.736,17.736,17.74038462,17.80039051
3381,7/13/22 17:13,14,42H,42,50 micron,Black birch,high ,12.081,0.967195695,8.005924134,0.049157781,0.406901593,33.711,1419,0.5,-3.2,2.4,1.1982449,1.8219337,40.497,-0.164153846,-0.166522476,20.219,1463,12.4,6.6,0.7479014,13.449,13.449,13.45338462,13.51887784
3380,7/13/22 17:05,13,42H,42,50 micron,Black birch,high ,12.254,0.979131027,7.990297265,0.049800201,0.406399552,34.152,1415,0.5,-3.2,2.3,1.1980271,1.822151,40.29,-0.371153846,-0.371636834,20.492,1483,12.3,6.5,0.7478277,13.34,13.34,13.34438462,13.39833069
3047,6/1/22 22:12,42,43H,43,50 micron,Red maple,low,12.065,0.933323622,7.735794631,0.050922456,0.422067604,30.647,1284,0.9,-2.8,2.9,1.1887091,1.8215595,31.132,-9.561769231,-9.560618192,20.27,1475,13,7.6,0.7407792,3.66,3.66,3.401307692,3.394920629
3046,6/1/22 22:04,41,43H,43,50 micron,Red maple,low,12.034,0.921964377,7.661329375,0.050001345,0.415500625,30.246,1234,0.8,-2.8,2.9,1.1865877,1.8217636,29.154,-11.53976923,-11.53970675,19.893,1447,13,7.6,0.7406701,3.482,3.482,3.223307692,3.206269904
3048,6/1/22 22:21,43,44H,44,50 micron,Red maple,low,12.042,0.964483647,8.009331063,0.051877773,0.430806955,31.747,1327,0.8,-2.8,2.9,1.1850976,1.8212135,27.81,-12.88376923,-12.87963213,20.661,1511,13.1,7.8,0.7406608,3.512,3.512,3.253307692,3.257962716
3049,6/1/22 22:30,44,44H,44,50 micron,Red maple,low,11.841,0.961480953,8.119930355,0.051926639,0.438532546,31.641,1293,0.8,-2.8,2.7,1.1849554,1.8213735,27.654,-13.03976923,-13.03591988,20.681,1496,13,7.7,0.7406427,3.477,3.477,3.218307692,3.234396164
3207,6/22/22 16:34,28,45H,45,50 micron,Red maple,mid,11.913,0.798547684,6.703161957,0.042574868,0.357381582,26.407,1136,0.6,-3.1,2.2,1.1794829,1.8271017,22.912,-17.80471429,-17.82671438,17.344,1272,12.3,6.9,0.7436893,7.749,7.749,7.457636364,7.234250821
3206,6/22/22 16:26,27,45H,45,50 micron,Red maple,mid,12.053,0.769809986,6.386874521,0.041325034,0.342860983,25.382,1076,0.6,-3.1,2.2,1.1795525,1.827534,22.982,-17.73471429,-17.76521969,16.816,1195,12,6.5,0.7436906,7.757,7.757,7.465636364,7.253810931
3208,6/22/22 16:43,29,46H,46,50 micron,Red maple,mid,11.728,0.73983867,6.308310624,0.03921594,0.334378754,24.313,1050,0.6,-3.1,2.2,1.1908365,1.827683,33.43,-7.286714286,-7.32639831,15.925,1161,12.1,6.6,0.7438634,7.995,7.995,7.703636364,7.499021525
3209,6/22/22 16:52,30,46H,46,50 micron,Red maple,mid,11.795,0.883162681,7.487602213,0.047354061,0.401475717,29.425,1198,0.5,-3.2,2,1.1909026,1.8280127,33.475,-7.241714286,-7.240351437,19.363,1377,11.9,6.5,0.743902,7.994,7.994,7.702636364,7.453092673
3382,7/13/22 17:22,15,47H,47,50 micron,Red maple,high ,12.238,1.327285483,10.8456078,0.063956966,0.522609623,47.016,1835,0.4,-3.4,2.2,1.1699293,1.8185594,14.264,-26.39715385,-26.35440295,26.508,1946,12.2,6.4,0.7539377,21.66,21.66,21.66438462,21.62267304
3383,7/13/22 17:31,16,47H,47,50 micron,Red maple,high ,12.058,1.312995561,10.88899951,0.063128644,0.523541585,46.488,1794,0.4,-3.3,2.2,1.1700655,1.8185182,14.395,-26.26615385,-26.22472954,26.156,1903,12.3,6.6,0.7538398,21.485,21.485,21.48938462,21.46064984
3384,7/13/22 17:40,17,48H,48,50 micron,Red maple,high ,12.262,1.028956303,8.391423121,0.054513632,0.444573739,35.993,1502,0.6,-3.1,2.4,1.200065,1.8204046,42.189,1.527846154,1.53494606,22.495,1642,12.3,6.6,0.7512417,17.965,17.965,17.96938462,18.01350934
3385,7/13/22 17:48,18,48H,48,50 micron,Red maple,high ,12.285,1.02332694,8.329889622,0.053664132,0.43682647,35.785,1502,0.5,-3.1,2.4,1.1995944,1.8206009,41.752,1.090846154,1.097112688,22.134,1625,12.2,6.5,0.7506283,17.169,17.169,17.17338462,17.23064902
3386,7/13/22 17:57,19,52H,52,50 micron,Black cherry,initial harvest,11.974,0.804620771,6.719732512,0.04238296,0.353958244,27.704,1200,0.7,-3,2.6,1.1705289,1.8233846,14.685,-25.97615385,-26.0068711,17.34,1248,12,6.4,0.7570638,25.872,25.872,25.87638462,26.02701232
3387,7/13/22 18:06,20,52H,52,50 micron,Black cherry,initial harvest,12.228,0.818315279,6.692143272,0.043197162,0.353264331,28.21,1217,0.6,-3.1,2.4,1.1705144,1.8233288,14.653,-26.00815385,-26.03629173,17.686,1273,12,6.3,0.7571279,25.957,25.957,25.96138462,26.11235748
3388,7/13/22 18:15,21,53H,53,50 micron,Black cherry,initial harvest,12.014,0.858207977,7.143399179,0.046503388,0.387076645,29.684,1275,0.6,-3.1,2.2,1.1699963,1.822445,14.19,-26.47115385,-26.49197862,19.091,1393,11.8,6.2,0.7503985,16.836,16.836,16.84038462,16.97253801
3389,7/13/22 18:23,22,53H,53,50 micron,Black cherry,initial harvest,12.098,0.864378625,7.144805963,0.046872838,0.387442869,29.912,1287,0.6,-3.1,2.2,1.1699094,1.822262,14.121,-26.54015385,-26.55987411,19.248,1384,11.8,6.2,0.7505795,17.107,17.107,17.11138462,17.24730349
2893,5/14/22 0:06,54,50C ,50,1 micron,control,control,11.714,0.774536407,6.612057431,0.047532436,0.405774592,26.089,1117,0.5,-3.2,1.3,1.1715383,1.8262855,14.462,-26.34153333,-26.3821324,18.858,1327,12.7,7.6,0.7440105,7.273,7.273,7.152428571,7.168234444
2894,5/14/22 0:14,55,50C ,50,1 micron,control,control,12.264,0.827154534,6.744573826,0.050071814,0.408282893,28.022,1218,0.6,-3.1,1.4,1.1715192,1.8247088,14.491,-26.31253333,-26.33565195,19.92,1432,13.5,8.5,0.7438464,6.983,6.983,6.862428571,6.866981751
2895,5/14/22 0:23,56,50C ,50,1 micron,control,control,11.651,0.78079723,6.701546902,0.047149855,0.40468505,26.319,1140,0.5,-3.2,1.3,1.1715298,1.8252642,14.467,-26.33653333,-26.37500897,18.698,1336,12.8,7.7,0.7436201,6.749,6.749,6.628428571,6.645975199
2907,5/14/22 2:09,68,51C ,51,1 micron,control,control,11.93,0.88989886,7.459336629,0.06051148,0.507221127,30.327,1234,0.7,-2.9,1.7,1.171148,1.8252429,14.19,-26.61353333,-26.61689255,24.286,1532,14,9.1,0.7449924,8.704,8.704,8.583428571,8.547227769
2908,5/14/22 2:17,69,51C ,51,1 micron,control,control,12.135,0.897765719,7.398151784,0.060501916,0.498573679,30.616,1263,0.6,-3.1,1.4,1.1711005,1.8247477,14.149,-26.65453333,-26.65549839,24.282,1535,13.8,8.7,0.7443496,7.831,7.831,7.710428571,7.674261052
2906,5/14/22 2:00,67,51C ,51,1 micron,control,control,11.915,0.880425964,7.389223364,0.059124626,0.496220109,29.979,1256,1.3,-2.3,2.8,1.171111,1.8249825,14.18,-26.62353333,-26.62980009,23.706,1542,18.4,14,0.7439878,7.343,7.343,7.222428571,7.191131441
2305,4/11/22 17:26,45,1CR,1,Coarse Root,Black cherry,low,5.028,2.254475785,44.83842055,0.030060037,0.597852757,72.208,2405,1.1,1.8,1.9,3.8498525,1.8259929,2498.744,2458.093929,2458.093929,11.071,782,10.8,14.3,0.7494191,13.211,13.211,13.09314286,13.09314286
2306,4/11/22 17:34,46,2CR,2,Coarse Root,Black cherry,low,5.055,2.272139634,44.94836071,0.048330551,0.956093986,72.789,2281,1.1,2.1,2,3.1636683,1.823633,1861.164,1820.513929,1820.513929,18.277,1242,10.8,16.2,0.7462283,8.809,8.809,8.691142857,8.691142857
2579,4/22/22 11:59,14,3CR,3,Coarse Root,Black cherry,mid,3.589,NA,NA,0.026653484,0.742643736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.984,699,13,27.3,2.415066,2258.198,2254.126,2254.868,2254.868
2597,4/22/22 14:26,32,5CR,5,Coarse Root,Black cherry,high ,3.505,NA,NA,0.036685297,1.046656126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.122,956,14.3,32.5,3.0777515,3150.501,3145.313,3146.055,3146.055
2598,4/22/22 14:35,33,6CR,6,Coarse Root,Black cherry,high ,3.664,NA,NA,0.02468494,0.673715619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.172,606,14.4,32.8,2.7360162,2689.796,2685.184,2685.926,2685.926
2599,4/22/22 14:43,34,6CR REP,6,Coarse Root,Black cherry,high ,3.6,NA,NA,0.024343112,0.676197554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.031,594,14.4,34.3,2.7302382,2681.035,2676.434,2677.176,2677.176
2531,4/20/22 14:04,1,7CR,7,Coarse Root,Red Oak,low,3.5,NA,NA,0.012300454,0.351441533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.307,298,9.1,7.2,0.7464918,9.818,9.818,7.8425,9.811895311
2541,4/20/22 17:51,9,8CR,8,Coarse Root,Red Oak,low,3.536,NA,NA,0.016688983,0.471973507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.093,434,9.7,4.8,0.7495063,13.797,13.797,11.8215,13.72830236
2714,5/3/22 15:26,10,9CR,9,Coarse Root,Red Oak,mid,7.328,NA,NA,0.016054366,0.219082499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.597,391,13.2,9.1,1.5869405,1147.837,1145.152,1146.343091,1147.219295
2748,5/3/22 20:05,44,10CR,10,Coarse Root,Red Oak,mid,7.178,NA,NA,0.017992977,0.250668386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.397,430,21.6,47.4,1.3712502,850.574,848.261,849.4520909,850.2792064
2615,4/27/22 15:17,10,11CR,11,Coarse Root,Red Oak,high ,7.106,NA,NA,0.014296521,0.201189437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.864,438,12.5,8.2,3.0640365,3145.019,3139.837,3140.870462,3140.870462
2829,5/11/22 0:40,59,12CR,12,Coarse Root,Red Oak,high ,6.858,6.024036387,87.8395507,0.020382499,0.297207624,218.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,541,12,6.6,2.5288019,2421.488,2417.211,2417.044818,2417.044818
2543,4/20/22 18:09,11,13CR,13,Coarse Root,White pine,low,3.373,NA,NA,0.01580194,0.468483249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.732,403,9.3,5.5,0.7454393,8.245,8.245,6.2695,8.190221461
2545,4/20/22 18:26,13,14CR,14,Coarse Root,White pine,low,3.56,NA,NA,0.012902464,0.362428752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.552,305,9.3,5.8,0.7493338,13.37,13.37,11.3945,13.35623905
2719,5/3/22 16:07,15,15CR,15,Coarse Root,White pine,mid,6.974,NA,NA,0.023522865,0.337293739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.679,649,15.7,21.9,1.4323185,936.149,933.729,934.9200909,935.6135942
2723,5/3/22 16:40,19,16CR,16,Coarse Root,White pine,mid,7.015,NA,NA,0.0324429,0.46247898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.36,932,16.1,42.6,1.3156135,773.611,771.394,772.5850909,773.0830874
2724,5/3/22 16:48,20,16CR REP,16,Coarse Root,White pine,mid,7.12,NA,NA,0.032738539,0.459810936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.482,947,16,34.8,1.3177285,778.349,776.126,777.3170909,777.8090308
2631,4/27/22 17:29,26,17CR,17,Coarse Root,White pine,high ,7.156,NA,NA,0.031649533,0.442279662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.134,901,15.9,33.7,2.1931354,1958.497,1954.799,1955.832462,1955.832462
2590,4/22/22 13:29,25,18CR,18,Coarse Root,White pine,high ,3.478,NA,NA,0.012633673,0.363245335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.201,312,13.7,13.2,1.7150864,1318.83,1315.931,1316.673,1316.673
2547,4/20/22 18:44,15,19CR,19,Coarse Root,White cedar,low,3.489,NA,NA,0.01343813,0.385157052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,320,9.1,5.9,0.7499936,14.314,14.314,12.3385,14.29317788
2549,4/20/22 19:01,17,20CR,20,Coarse Root,White cedar,low,3.381,NA,NA,0.016143488,0.477476737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.871,413,9.1,5.3,0.747595,11.055,11.055,9.0795,10.99493805
2720,5/3/22 16:15,16,21CR,21,Coarse Root,White cedar,mid,7.041,NA,NA,0.024155337,0.343066856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94,645,15.8,28,0.9623215,299.836,298.211,299.4020909,300.0809178
2585,4/22/22 12:48,20,21CR REP,21,Coarse Root,White cedar,mid,3.334,NA,NA,0.012847012,0.385333306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.289,308,14,19.3,0.9597655,296.597,294.976,295.718,295.718
2718,5/3/22 15:58,14,22CR,22,Coarse Root,White cedar,mid,6.854,NA,NA,0.023537405,0.343411219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.685,648,15.6,31.1,0.9083891,226.433,224.9,226.0910909,226.7842554
2617,4/27/22 15:34,12,23CR,23,Coarse Root,White cedar,high ,7.149,NA,NA,0.037130457,0.519379736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.163,1064,14.4,29.1,1.7235494,1325.725,1322.818,1323.851462,1323.851462
2618,4/27/22 15:42,13,24CR,24,Coarse Root,White cedar,high ,6.897,NA,NA,0.026330989,0.38177452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.188,709,14.9,21.4,1.3477333,820.67,818.394,819.4274615,819.4274615
2551,4/20/22 19:19,19,25CR,25,Coarse Root,Basswood,low,3.513,NA,NA,0.046123583,1.312940031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.072,1285,9.4,5.5,0.7518928,17.049,17.049,15.0735,16.15425686
2553,4/20/22 19:36,21,26CR,26,Coarse Root,Basswood,low,3.441,NA,NA,0.027716822,0.805487427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.581,761,9.4,6,0.7527345,18.021,18.021,16.0455,17.72564478
2591,4/22/22 13:37,26,27CR,27,Coarse Root,Basswood,mid,3.652,NA,NA,0.055015539,1.5064496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.683,1529,14.1,19.6,1.6992089,1295.615,1292.746,1293.488,1293.488
2592,4/22/22 13:45,27,28CR,28,Coarse Root,Basswood,mid,3.359,NA,NA,0.046258915,1.377163301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.071,1297,14.2,24.3,1.9334276,1610.251,1606.988,1607.73,1607.73
2830,5/11/22 0:49,60,29CR,29,Coarse Root,Basswood,high ,6.885,6.107427474,88.70628139,0.070000542,1.016710843,221.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.648,1995,16.1,27.6,1.80011,1431.207,1428.168,1428.001818,1428.001818
2619,4/27/22 15:50,14,30CR,30,Coarse Root,Basswood,high ,7.104,NA,NA,0.094083838,1.324378354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.915,2654,15.3,19.1,2.0086338,1714.497,1711.104,1712.137462,1712.137462
2555,4/20/22 19:54,23,31CR,31,Coarse Root,Black gum,low,3.704,NA,NA,0.012986008,0.350594163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.586,325,9.2,6.3,0.7536143,19.37,19.37,17.3945,19.35515318
2557,4/20/22 20:11,25,32CR,32,Coarse Root,Black gum,low,3.661,NA,NA,0.014180199,0.387331302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.072,361,9.3,7.1,0.7531852,18.63,18.63,16.6545,18.59900901
2559,4/20/22 20:29,27,32CR REP,32,Coarse Root,Black gum,low,3.473,NA,NA,0.013416015,0.386294699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.761,339,9.4,7.2,0.7488434,12.755,12.755,10.7795,12.73447403
2593,4/22/22 13:54,28,33CR,33,Coarse Root,Black gum,mid,3.716,NA,NA,0.039061125,1.051160534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.102,1044,14,24.2,1.0150048,370.292,368.579,369.321,369.321
2715,5/3/22 15:34,11,34CR,34,Coarse Root,Black gum,mid,7.045,NA,NA,0.020806386,0.295335505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.558,585,14.4,26,1.3098329,769.205,766.994,768.1850909,768.9430424
2620,4/27/22 15:58,15,36CR,36,Coarse Root,Black gum,high ,7.162,NA,NA,0.074959669,1.046630395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.898,2251,15.5,26.2,1.4373298,940.809,938.383,939.4164615,939.4164615
2575,4/22/22 11:26,10,37CR,37,Coarse Root,Black birch,low,3.632,NA,NA,0.02790443,0.768293777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,760,8.3,3.6,0.7455943,8.629,7.368,8.11,8.11
2722,5/3/22 16:31,18,38CR,38,Coarse Root,Black birch,low,6.896,NA,NA,0.030334661,0.439887771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49,830,16.1,35.4,0.7482422,9.766,8.504,9.695090909,10.23706488
2716,5/3/22 15:42,12,39CR,39,Coarse Root,Black birch,mid,7.02,NA,NA,0.023573754,0.335808461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,636,14.9,31.2,1.7010306,1296.146,1293.276,1294.467091,1295.159409
2721,5/3/22 16:23,17,40CR,40,Coarse Root,Black birch,mid,7.07,NA,NA,0.024324966,0.344058922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01,660,16.5,21.3,1.3487341,823.992,821.712,822.9030909,823.5780027
2623,4/27/22 16:23,18,41CR,41,Coarse Root,Black birch,high ,7.137,NA,NA,0.019824809,0.277775097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.837,562,15.7,38.3,2.2370983,2016.259,2012.489,2013.522462,2013.522462
2624,4/27/22 16:31,19,42CR,42,Coarse Root,Black birch,high ,7.015,NA,NA,0.031165562,0.444270313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.956,872,15.8,37.5,2.2885873,2086.242,2082.384,2083.417462,2083.417462
2625,4/27/22 16:39,20,42CR REP,42,Coarse Root,Black birch,high ,7.091,NA,NA,0.03065113,0.432253979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.767,874,16,43,2.2938899,2091.147,2087.283,2088.316462,2088.316462
2577,4/22/22 11:42,12,43CR,43,Coarse Root,Red maple,low,3.48,NA,NA,0.03899082,1.120425872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.073,1104,12.3,22.6,0.748916,10.959,9.695,10.437,10.437
2728,5/3/22 17:21,24,44CR,44,Coarse Root,Red maple,low,6.97,NA,NA,0.04202691,0.602968578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.315,1138,13.7,18.4,0.7511868,15.325,14.056,15.24709091,15.56256972
2622,4/27/22 16:15,17,45CR,45,Coarse Root,Red maple,mid,7.156,NA,NA,0.034782993,0.486067541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.291,914,15.5,36.3,1.7519283,1362.776,1359.823,1360.856462,1360.856462
2621,4/27/22 16:07,16,46CR,46,Coarse Root,Red maple,mid,7.101,NA,NA,0.031529947,0.444021218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.09,912,15.6,26.4,2.0615414,1783.721,1780.241,1781.274462,1781.274462
2629,4/27/22 17:12,24,47CR,47,Coarse Root,Red maple,high ,6.801,NA,NA,0.102534092,1.507632581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.602,2865,13.3,20.4,1.5213706,1054.724,1052.156,1053.189462,1053.189462
2632,4/27/22 17:37,27,48CR,48,Coarse Root,Red maple,high ,7.048,NA,NA,0.02370706,0.336365775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.236,671,16.1,33.5,2.8623671,2861.75,2856.923,2857.956462,2857.956462
2452,4/15/22 15:24,24,1FR,1,Fine Root,Black cherry,low,3.492,1.623341269,46.48743611,0.031805817,0.910819506,51.168,1728,0.9,1.5,1.6,4.3629149,1.8316024,2973.041,2932.426769,2932.508088,11.951,743,9.4,10.7,0.7526948,17.944,17.944,17.62541667,17.61008395
2296,4/11/22 16:07,36,3FR,3,Fine Root,Black cherry,mid,3.667,1.735018778,47.31439265,0.045878763,1.25112524,55.122,1909,1,2.3,2.1,4.4853046,1.8286759,3088.036,3047.385929,3047.385929,17.31,1181,10.2,16.7,2.0290619,1743.019,1743.019,1742.901143,1742.901143
2297,4/11/22 16:15,37,4FR,4,Fine Root,Black cherry,mid,3.655,1.648858111,45.11239703,0.063162984,1.728125404,52.288,1744,1.1,2.6,2.2,4.6887239,1.8305869,3272.322,3231.671929,3231.671929,24.127,1618,10.2,16.9,1.7139248,1316.749,1316.749,1316.631143,1316.631143
2298,4/11/22 16:24,38,4FR REP,4,Fine Root,Black cherry,mid,3.653,1.664880226,45.57569739,0.063515412,1.738719197,52.815,1815,1.1,2.9,2.3,4.6854906,1.8297378,3268.987,3228.336929,3228.336929,24.266,1638,12.6,27.8,1.7066764,1311.051,1311.051,1310.933143,1310.933143
2348,4/12/22 14:36,28,5FR,5,Fine Root,Black cherry,high ,3.508,1.566241428,44.64770319,0.052195854,1.487909169,49.753,1751,1.1,2.4,2,4.8712333,1.8315557,3445.388,3404.581571,3404.581571,19.67,1338,10.3,16.9,2.8222354,2815.061,2815.061,2814.945231,2815.078593
2349,4/12/22 14:45,29,6FR,6,Fine Root,Black cherry,high ,3.61,1.669784853,46.25442806,0.044877037,1.243131232,53.228,1815,1.1,2.5,2,4.7788659,1.8308197,3360.936,3320.129571,3320.129571,16.726,1121,10.5,18.4,2.5098008,2392.17,2392.17,2392.054231,2392.273185
2455,4/15/22 15:50,27,7FR,7,Fine Root,Red Oak,low,3.486,1.461618704,41.9282474,0.027938236,0.801441066,45.876,1637,2.4,3.4,4.3,3.6665066,1.8289068,2327.716,2287.101769,2287.13493,10.425,668,18.2,21.7,0.7477619,10.997,10.997,10.67841667,10.64657768
2456,4/15/22 15:59,28,8FR,8,Fine Root,Red Oak,low,3.366,1.474362149,43.80160871,0.032041522,0.951916864,46.293,1675,1.1,2.4,2,3.8114764,1.8289937,2462.552,2421.937769,2421.967653,12.044,764,10.9,17.1,0.7507956,15.072,15.072,14.75341667,14.7119498
2330,4/12/22 11:58,10,9FR,9,Fine Root,Red Oak,mid,3.516,1.713347583,48.73002228,0.022254338,0.632944771,54.69,1903,0.9,0.8,2.2,4.4991776,1.8263847,3102.478,3061.671571,3061.671571,7.626,530,9.7,8.6,1.6770522,1268.664,1268.664,1268.548231,1268.963868
